popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
19,202973,FALSE,0.812,0.821,10,-7.701,0,0.0354,0.000703,0.0214,0.0898,0.968,128.995,4,chicago-house
19,295334,FALSE,0.592,0.785,11,-10.648,1,0.0391,2.35e-05,0.879,0.357,0.451,117.748,3,chicago-house
18,202968,FALSE,0.759,0.853,11,-4.632,0,0.0988,0.00208,0.806,0.0659,0.146,127.996,4,chicago-house
20,255200,FALSE,0.905,0.567,10,-12.667,0,0.114,0.00283,6.56e-05,0.321,0.507,118.759,4,chicago-house
19,505850,FALSE,0.787,0.534,11,-13.603,0,0.0685,0.0318,0.592,0.0928,0.827,118.01,4,chicago-house
0,257611,FALSE,0.762,0.688,11,-4.764,1,0.0423,0.00139,0.79,0.288,0.811,124.972,4,chicago-house
18,496083,FALSE,0.85,0.608,3,-10.493,0,0.0537,0.00296,0.848,0.135,0.651,125.192,4,chicago-house
0,423344,FALSE,0.979,0.517,8,-7.448,1,0.303,0.000372,0.754,0.0354,0.492,123.995,4,chicago-house
19,568293,FALSE,0.798,0.768,7,-6.722,1,0.127,0.0302,8.19e-06,0.214,0.595,123.864,4,chicago-house
19,535680,FALSE,0.748,0.892,4,-8.088,0,0.044,0.00508,0.0617,0.326,0.739,124.999,4,chicago-house
23,503998,FALSE,0.845,0.881,9,-5.856,1,0.112,0.00814,5.1e-05,0.0631,0.709,119.998,4,chicago-house
21,442375,FALSE,0.759,0.776,1,-10.396,0,0.0412,0.125,0.764,0.0885,0.902,129.695,4,chicago-house
0,407999,FALSE,0.803,0.656,0,-11.226,1,0.0735,0.0101,0.749,0.0307,0.456,124.008,4,chicago-house
21,356160,FALSE,0.892,0.682,5,-6.243,1,0.0443,0.0355,0.142,0.0684,0.713,123.027,4,chicago-house
0,375988,FALSE,0.879,0.576,1,-10.273,1,0.0519,0.002,0.0292,0.0793,0.527,127.979,4,chicago-house
1,318592,FALSE,0.648,0.827,11,-5.823,0,0.0863,0.00533,0.00474,0.133,0.17,124.983,4,chicago-house
22,550426,FALSE,0.756,0.536,3,-13.248,0,0.0891,0.0529,0.000465,0.105,0.846,120.189,4,chicago-house
19,183918,FALSE,0.871,0.905,10,-6.757,0,0.259,0.132,0.000101,0.557,0.82,123.029,4,chicago-house
31,195483,FALSE,0.723,0.705,10,-5.358,0,0.0367,0.00191,0.11,0.611,0.273,123.989,4,chicago-house
43,298053,FALSE,0.803,0.781,6,-7.419,0,0.0461,0.0312,0.114,0.0793,0.462,123.995,4,chicago-house
17,426689,FALSE,0.845,0.327,8,-10.622,1,0.0541,0.0583,0.814,0.119,0.19,125.994,4,chicago-house
35,193024,FALSE,0.686,0.875,1,-3.705,0,0.0784,0.0327,0.000118,0.279,0.499,125.001,4,chicago-house
44,375880,FALSE,0.897,0.32,1,-13.873,1,0.0539,0.113,0.0841,0.107,0.672,110.019,4,chicago-house
15,426046,FALSE,0.802,0.655,11,-10.024,0,0.106,0.000134,0.924,0.0653,0.388,129.01,4,chicago-house
17,305825,FALSE,0.682,0.935,10,-6.861,0,0.0627,0.00533,0.672,0.241,0.302,112.059,4,chicago-house
16,245626,FALSE,0.868,0.763,3,-7.448,1,0.0355,0.0124,0.00516,0.0729,0.972,125.007,4,chicago-house
18,320757,FALSE,0.732,0.874,9,-6.43,0,0.0335,0.0692,0.00142,0.143,0.705,123.757,4,chicago-house
48,325386,FALSE,0.905,0.676,10,-4.349,0,0.0518,0.219,0.0774,0.116,0.776,115.976,4,chicago-house
17,445197,FALSE,0.779,0.543,11,-9.494,0,0.0369,0.00479,0.737,0.106,0.269,107.999,4,chicago-house
16,469268,FALSE,0.831,0.597,9,-6.853,0,0.0519,0.0553,0.759,0.154,0.545,123.006,4,chicago-house
17,247000,FALSE,0.678,0.937,7,-5.56,1,0.0432,0.187,0.000159,0.13,0.96,120.002,4,chicago-house
17,389032,FALSE,0.824,0.675,6,-4.073,1,0.0613,0.00155,0.655,0.0948,0.244,124.007,4,chicago-house
16,304640,FALSE,0.737,0.861,1,-10.187,0,0.0329,0.00371,2.66e-05,0.0272,0.956,119.992,4,chicago-house
16,551360,FALSE,0.867,0.524,1,-13.069,1,0.201,0.0829,0.841,0.1,0.261,123.708,4,chicago-house
15,261106,FALSE,0.641,0.732,6,-9.107,0,0.0284,0.00598,0.000123,0.0385,0.272,125.007,4,chicago-house
15,267517,FALSE,0.681,0.937,2,-5.15,0,0.0426,0.101,0.679,0.0798,0.908,117.027,4,chicago-house
16,472084,FALSE,0.671,0.672,6,-11.217,1,0.0424,0.0221,0.662,0.33,0.352,120.5,4,chicago-house
18,373761,FALSE,0.735,0.518,2,-14.334,1,0.0702,0.223,0.858,0.111,0.164,109.002,4,chicago-house
16,191695,FALSE,0.71,0.879,2,-6.655,1,0.0458,0.0117,0.904,0.0826,0.859,124.972,4,chicago-house
16,302905,FALSE,0.647,0.515,9,-12.648,0,0.0335,0.0424,0.295,0.229,0.254,115.12,4,chicago-house
16,332866,FALSE,0.665,0.723,11,-12.277,0,0.0368,0.0259,0.00469,0.0799,0.74,121.473,4,chicago-house
16,408518,FALSE,0.639,0.843,9,-5.857,0,0.0522,3.92e-05,0.0258,0.0519,0.584,124.001,4,chicago-house
18,152826,FALSE,0.782,0.924,10,-6.102,1,0.0371,0.212,0.88,0.157,0.883,127.984,4,chicago-house
17,267312,FALSE,0.742,0.488,11,-9.349,0,0.0256,0.0473,0.0376,0.139,0.248,123.98,4,chicago-house
18,240000,FALSE,0.579,0.768,9,-7.608,0,0.0275,0.229,0.321,0.339,0.731,110.018,4,chicago-house
18,417640,FALSE,0.808,0.388,8,-15.766,1,0.046,0.00366,0.00162,0.075,0.602,123.167,4,chicago-house
17,286126,FALSE,0.713,0.745,7,-8.683,1,0.0385,0.000159,0.873,0.155,0.854,124.984,4,chicago-house
16,430946,FALSE,0.767,0.807,10,-8.786,0,0.0496,0.00128,0.393,0.0889,0.444,125.915,4,chicago-house
18,275240,FALSE,0.754,0.96,4,-9.502,0,0.0706,0.00028,0.842,0.123,0.582,123.253,4,chicago-house
16,470342,FALSE,0.824,0.601,4,-7.681,0,0.0628,0.000353,0.019,0.0382,0.325,124.004,4,chicago-house
16,291747,FALSE,0.819,0.7,10,-6.008,0,0.0958,0.00146,0.0198,0.0758,0.591,123.97,4,chicago-house
17,512640,FALSE,0.867,0.391,0,-12.229,1,0.079,0.00926,0.351,0.0685,0.591,125.996,4,chicago-house
16,301586,FALSE,0.741,0.89,7,-6.814,1,0.0586,0.00192,0.00442,0.111,0.386,126.665,4,chicago-house
17,244133,FALSE,0.846,0.903,2,-7.245,0,0.0418,0.00141,0.788,0.0786,0.925,126.005,4,chicago-house
16,299413,FALSE,0.744,0.403,8,-18.022,0,0.0522,0.000462,0.0979,0.364,0.79,122.935,4,chicago-house
16,254933,FALSE,0.825,0.46,5,-8.577,0,0.105,0.0373,0.39,0.588,0.519,124.006,4,chicago-house
18,417706,FALSE,0.71,0.616,0,-16.306,1,0.11,0.0344,0.226,0.0935,0.401,120.391,4,chicago-house
18,356160,FALSE,0.892,0.682,5,-6.243,1,0.0443,0.0355,0.142,0.0684,0.713,123.027,4,chicago-house
17,348794,FALSE,0.698,0.777,8,-10.16,0,0.0425,0.0174,0.914,0.185,0.869,117.525,4,chicago-house
17,305333,FALSE,0.775,0.737,10,-16.082,0,0.0636,0.0147,0.0236,0.0967,0.855,118.733,4,chicago-house
18,356053,FALSE,0.894,0.722,5,-4.72,1,0.044,0.0341,0.117,0.0796,0.696,123.017,4,chicago-house
17,237988,FALSE,0.664,0.855,5,-10.03,1,0.0482,0.00965,0.000173,0.137,0.924,122.125,4,chicago-house
16,241053,FALSE,0.606,0.742,9,-11.04,1,0.0334,1.27e-05,0.913,0.0458,0.301,132.104,4,chicago-house
18,205000,FALSE,0.804,0.814,4,-9.391,1,0.0575,0.00489,0.573,0.108,0.324,123.999,4,chicago-house
16,367026,FALSE,0.802,0.584,10,-9.583,0,0.102,0.00866,0.308,0.0822,0.76,127.01,4,chicago-house
18,155960,FALSE,0.848,0.595,1,-7.728,1,0.284,0.000599,0.741,0.0604,0.916,163.072,3,chicago-house
17,399266,FALSE,0.737,0.802,9,-9.526,1,0.0599,0.000591,0.868,0.0288,0.665,123.619,4,chicago-house
16,349456,FALSE,0.766,0.722,7,-5.652,0,0.0505,0.00106,0.49,0.0865,0.709,124.978,4,chicago-house
19,192186,FALSE,0.877,0.933,5,-7.142,0,0.0788,0.000121,0.771,0.129,0.702,126.906,4,chicago-house
43,368746,FALSE,0.909,0.513,1,-6.997,1,0.0432,0.147,0.0204,0.15,0.746,110.015,4,chicago-house
35,394352,FALSE,0.707,0.763,4,-5.329,1,0.0459,0.00367,0.461,0.151,0.694,129.992,4,chicago-house
45,227265,FALSE,0.837,0.934,0,-3.575,1,0.0876,0.0116,0.627,0.38,0.847,124.044,4,chicago-house
31,216000,FALSE,0.757,0.723,1,-7.632,1,0.034,0.0407,1.67e-06,0.111,0.594,100.039,4,chicago-house
15,310893,FALSE,0.782,0.742,6,-9.627,1,0.0665,0.0753,0,0.0965,0.587,120.594,4,chicago-house
15,422873,FALSE,0.874,0.776,9,-8.549,1,0.0526,2.11e-05,0.177,0.0786,0.955,123.544,4,chicago-house
15,426689,FALSE,0.845,0.327,8,-10.622,1,0.054,0.0568,0.816,0.119,0.191,125.994,4,chicago-house
14,349260,FALSE,0.815,0.872,6,-7.308,0,0.0484,0.0754,0.876,0.122,0.494,119.002,4,chicago-house
15,745053,FALSE,0.784,0.983,8,-10.336,0,0.068,0.00831,0.923,0.0945,0.6,118.559,4,chicago-house
14,227818,FALSE,0.865,0.683,11,-7.708,0,0.0556,0.00156,0.179,0.0214,0.469,124,4,chicago-house
15,164507,FALSE,0.71,0.839,11,-6.57,1,0.072,0.00465,1.67e-06,0.324,0.604,124.007,4,chicago-house
15,281253,FALSE,0.647,0.44,11,-15.182,0,0.0379,0.0175,0.0364,0.103,0.644,118.035,4,chicago-house
15,317419,FALSE,0.807,0.839,1,-10.969,1,0.0512,0.000367,0.836,0.276,0.62,124.01,4,chicago-house
14,233871,FALSE,0.926,0.708,9,-9.785,1,0.0429,0.0016,0.0106,0.0497,0.956,128.08,4,chicago-house
14,228501,FALSE,0.721,0.866,9,-7.162,1,0.0447,0.000283,0.829,0.143,0.742,128.004,4,chicago-house
16,424506,FALSE,0.769,0.64,9,-12.873,0,0.0566,0.00229,0.766,0.059,0.81,122.011,4,chicago-house
15,284560,FALSE,0.701,0.79,0,-10.226,0,0.0369,0.0101,0.000237,0.142,0.851,120.506,4,chicago-house
16,438054,FALSE,0.564,0.942,0,-6.235,1,0.0393,0.00282,0.823,0.108,0.508,120.662,4,chicago-house
15,317133,FALSE,0.534,0.683,7,-12.996,1,0.0358,0.00915,0.894,0.0966,0.627,120.028,4,chicago-house
14,408373,FALSE,0.717,0.494,6,-16.715,0,0.0585,0.338,0.386,0.641,0.732,120.261,4,chicago-house
29,402140,FALSE,0.826,0.694,1,-5.44,1,0.0469,0.0028,0.122,0.0512,0.76,124.999,4,chicago-house
15,333860,FALSE,0.665,0.902,4,-6.319,0,0.0429,0.049,0.000684,0.107,0.517,116.792,4,chicago-house
15,254412,FALSE,0.776,0.79,11,-12.669,0,0.0913,0.531,0.767,0.278,0.735,127.485,4,chicago-house
15,306624,FALSE,0.781,0.916,10,-7.038,0,0.196,0.068,0.845,0.0777,0.548,129.034,4,chicago-house
15,295291,FALSE,0.827,0.842,11,-9.589,1,0.106,0.16,0.000204,0.0731,0.816,130.797,4,chicago-house
15,459133,FALSE,0.757,0.911,1,-7.439,0,0.0447,0.000328,0.332,0.105,0.744,126,4,chicago-house
15,381520,FALSE,0.83,0.358,2,-16.314,1,0.0921,0.00167,0.274,0.0695,0.303,121.899,4,chicago-house
15,236253,FALSE,0.764,0.6,5,-11.107,0,0.0369,0.000163,2.09e-05,0.0961,0.6,121.723,4,chicago-house
15,387654,FALSE,0.816,0.605,9,-8.47,0,0.133,0.00143,0.356,0.0574,0.587,123.99,4,chicago-house
15,386053,TRUE,0.673,0.874,11,-5.315,1,0.129,0.0721,4.55e-06,0.127,0.723,115.47,4,chicago-house
14,330652,FALSE,0.787,0.737,8,-4.295,1,0.0829,0.00203,3.58e-05,0.0836,0.82,118.416,4,chicago-house
15,447096,FALSE,0.842,0.823,9,-7.551,1,0.121,0.000724,0.0244,0.0478,0.531,124.022,4,chicago-house
15,828693,FALSE,0.908,0.821,6,-4.273,0,0.0413,0.00279,0.19,0.104,0.701,123.99,4,chicago-house
14,417165,FALSE,0.846,0.448,1,-13.209,1,0.0575,0.0138,0.837,0.0746,0.467,127.979,4,chicago-house
15,260372,FALSE,0.749,0.877,9,-12.093,1,0.0424,0.000181,0.797,0.153,0.735,122.831,4,chicago-house
15,347106,FALSE,0.764,0.553,11,-11.597,0,0.0444,0.0205,0.901,0.0809,0.264,104.292,4,chicago-house
15,305119,FALSE,0.718,0.915,1,-3.639,1,0.0465,0.048,4.31e-05,0.128,0.365,116.928,4,chicago-house
15,561742,FALSE,0.705,0.869,4,-7.311,0,0.0407,0.000331,0.756,0.317,0.663,126.022,4,chicago-house
16,296258,FALSE,0.726,0.849,7,-7.555,1,0.0384,0.00051,0.295,0.244,0.681,130.241,4,chicago-house
16,261100,FALSE,0.646,0.729,6,-9.117,0,0.028,0.00674,0.000146,0.0365,0.245,124.983,4,chicago-house
15,379520,FALSE,0.67,0.679,0,-5.989,0,0.267,0.0119,0.0538,0.0856,0.43,129.983,4,chicago-house
14,419360,FALSE,0.688,0.719,10,-7.746,0,0.0413,0.000325,0.855,0.066,0.674,119.93,4,chicago-house
15,253933,FALSE,0.727,0.938,0,-13.92,1,0.0532,0.000723,0.259,0.099,0.933,121.554,4,chicago-house
16,265066,FALSE,0.823,0.518,1,-14.343,0,0.0489,0.00278,0.000147,0.099,0.588,116.645,4,chicago-house
13,208626,FALSE,0.98,0.454,7,-7.141,1,0.0637,0.0312,0.00174,0.0835,0.285,130.027,4,chicago-house
15,234853,FALSE,0.606,0.486,10,-10.198,0,0.027,0.0318,0.0401,0.0916,0.484,138.005,4,chicago-house
15,271059,FALSE,0.571,0.797,0,-7.258,0,0.0446,0.139,0.713,0.258,0.71,170.012,4,chicago-house
13,378920,FALSE,0.933,0.515,3,-5.488,0,0.176,0.00386,0.38,0.113,0.903,127.011,4,chicago-house
15,403550,FALSE,0.59,0.797,9,-6.978,0,0.0598,3.76e-05,0.812,0.104,0.35,123.805,4,chicago-house
23,250594,FALSE,0.66,0.898,6,-5.85,1,0.0392,0.000745,0.224,0.118,0.812,123.014,4,chicago-house
32,556908,FALSE,0.771,0.618,10,-9.995,0,0.0521,0.00783,0.916,0.103,0.0765,124.992,4,chicago-house
43,340813,FALSE,0.687,0.505,9,-12.141,0,0.0494,0.0959,0.9,0.0888,0.677,114.775,4,chicago-house
13,456125,FALSE,0.745,0.76,10,-6.717,1,0.0416,0.000509,0.358,0.357,0.333,119.995,4,chicago-house
13,324506,FALSE,0.81,0.924,6,-12.636,1,0.0636,5.62e-05,0.876,0.108,0.872,118.849,4,chicago-house
14,321775,FALSE,0.851,0.86,6,-7.832,1,0.0772,4.12e-06,0.957,0.0704,0.675,132.858,4,chicago-house
45,280653,FALSE,0.816,0.747,9,-8.058,1,0.348,0.000323,0.231,0.136,0.389,120.976,4,chicago-house
14,151967,FALSE,0.694,0.817,9,-4.754,0,0.0358,0.000352,0,0.0848,0.803,121.987,4,chicago-house
14,247000,FALSE,0.678,0.937,7,-5.56,1,0.0432,0.187,0.000159,0.13,0.96,120.002,4,chicago-house
13,313626,FALSE,0.916,0.397,9,-11.782,0,0.0941,0.00199,0.00243,0.0489,0.707,124.054,4,chicago-house
14,261266,FALSE,0.81,0.545,9,-12.579,0,0.0477,0.11,0.00318,0.246,0.726,95.31,4,chicago-house
13,314688,FALSE,0.913,0.18,1,-10.984,1,0.416,0.00187,6.24e-06,0.211,0.703,121.102,4,chicago-house
13,210000,FALSE,0.703,0.662,9,-12.14,0,0.0351,0.00225,0.938,0.155,0.606,127.987,4,chicago-house
13,473920,FALSE,0.748,0.814,1,-8.906,1,0.0491,0.00205,0.00373,0.0207,0.499,121.997,4,chicago-house
13,351085,FALSE,0.735,0.729,7,-10.908,1,0.0519,9.59e-05,0.879,0.0761,0.284,126.013,4,chicago-house
14,263401,FALSE,0.886,0.415,0,-9.776,1,0.475,0.0077,2.08e-06,0.109,0.743,121.045,4,chicago-house
14,368352,FALSE,0.699,0.524,4,-12.183,0,0.0573,0.0622,0.845,0.0656,0.661,109.984,4,chicago-house
14,394028,FALSE,0.818,0.675,1,-9.087,1,0.0687,0.000512,0.804,0.091,0.845,123.687,4,chicago-house
12,268051,FALSE,0.976,0.98,2,-2.028,1,0.138,8.27e-05,0.000309,0.206,0.578,122.514,4,chicago-house
14,217702,FALSE,0.803,0.712,8,-4.57,1,0.044,0.00172,2.44e-05,0.0629,0.509,116.016,4,chicago-house
14,367026,FALSE,0.802,0.584,10,-9.583,0,0.102,0.00866,0.308,0.0822,0.76,127.01,4,chicago-house
14,299293,FALSE,0.761,0.603,9,-15.039,1,0.102,0.00072,0.924,0.0883,0.345,120.831,4,chicago-house
14,199472,TRUE,0.907,0.806,6,-7.072,1,0.0807,0.00211,8.46e-06,0.0882,0.506,117.514,4,chicago-house
13,286448,FALSE,0.722,0.844,11,-8.814,1,0.0484,0.00011,0.782,0.0517,0.901,123.998,4,chicago-house
14,333628,FALSE,0.763,0.983,1,-6.796,1,0.111,0.00204,0.00104,0.893,0.64,125.142,4,chicago-house
14,220866,FALSE,0.719,0.912,2,-10.902,1,0.0448,0.000402,0.652,0.0938,0.542,119.596,4,chicago-house
14,454733,FALSE,0.85,0.671,1,-9.308,1,0.0422,0.00215,0.0225,0.0396,0.4,126.09,4,chicago-house
14,197142,FALSE,0.798,0.868,7,-6.933,1,0.0573,0.000216,0.829,0.177,0.906,126.031,4,chicago-house
13,386229,FALSE,0.554,0.767,10,-11.766,0,0.104,0.0115,0.846,0.127,0.48,122.386,4,chicago-house
13,302950,FALSE,0.668,0.91,10,-8.417,0,0.0384,1.1e-05,0.915,0.337,0.903,123.45,4,chicago-house
13,340613,FALSE,0.672,0.559,2,-12.426,0,0.0349,0.0462,0.000466,0.102,0.512,109.99,4,chicago-house
14,421120,FALSE,0.781,0.411,8,-17.694,1,0.0761,0.112,0.881,0.0918,0.735,119.974,4,chicago-house
14,368482,FALSE,0.805,0.556,11,-11.594,0,0.107,0.000744,0.579,0.114,0.512,123.157,4,chicago-house
14,379600,FALSE,0.707,0.911,9,-7.54,1,0.0497,0.0391,0.784,0.127,0.642,122.658,4,chicago-house
14,315935,FALSE,0.815,0.337,9,-13.557,0,0.0431,0.154,0.397,0.0991,0.677,117.897,4,chicago-house
14,248306,TRUE,0.781,0.894,7,-4.909,1,0.0929,0.00895,0.865,0.0258,0.854,117.4,4,chicago-house
13,285820,FALSE,0.781,0.905,8,-6.901,1,0.104,0.00149,2.86e-05,0.128,0.647,123.602,4,chicago-house
14,470322,FALSE,0.827,0.61,4,-7.693,0,0.0629,0.000332,0.0235,0.0377,0.338,123.996,4,chicago-house
14,369677,FALSE,0.782,0.805,1,-7.883,1,0.0666,0.00654,0.0172,0.0531,0.595,124.984,4,chicago-house
14,180280,FALSE,0.624,0.888,9,-8.475,1,0.0358,0.114,0.867,0.123,0.673,127.972,4,chicago-house
14,211026,FALSE,0.764,0.936,0,-6.751,0,0.0432,0.000171,0.355,0.0644,0.948,122.006,4,chicago-house
13,323492,FALSE,0.583,0.814,9,-5.864,0,0.0313,0.0206,0.927,0.262,0.904,123.043,4,chicago-house
14,391371,FALSE,0.665,0.762,7,-7.161,1,0.0382,0.00166,0.000277,0.0525,0.642,120.915,4,chicago-house
12,512559,FALSE,0.763,0.736,0,-11.274,1,0.0346,0.00164,0.00379,0.309,0.729,125.989,4,chicago-house
14,292160,FALSE,0.714,0.799,10,-8.319,0,0.048,0.00108,0.00174,0.371,0.798,123.064,4,chicago-house
12,4334721,FALSE,0.846,0.744,10,-9.26,0,0.0611,0.00371,0.335,0.313,0.532,125.434,4,chicago-house
14,407591,FALSE,0.948,0.411,10,-7.538,0,0.0507,0.001,0.00451,0.0584,0.205,123.992,4,chicago-house
14,299533,FALSE,0.783,0.743,11,-16.158,1,0.0662,0.000541,0.967,0.0768,0.781,125.652,4,chicago-house
12,346341,FALSE,0.788,0.85,10,-6.502,0,0.0538,0.000296,0.000983,0.14,0.567,123.385,4,chicago-house
14,363933,FALSE,0.796,0.855,11,-5.21,1,0.0603,0.0088,0.625,0.0826,0.24,128.003,4,chicago-house
21,393413,FALSE,0.76,0.772,1,-4.872,1,0.0935,0.0294,0.0124,0.361,0.674,121.996,4,chicago-house
29,647537,FALSE,0.918,0.433,6,-8.648,0,0.0749,0.00578,0.0532,0.076,0.649,127.274,4,chicago-house
45,417706,FALSE,0.71,0.616,0,-16.306,1,0.116,0.0344,0.225,0.0936,0.398,120.385,4,chicago-house
13,324640,FALSE,0.669,0.874,1,-6.072,1,0.0562,0.00301,0.926,0.128,0.497,122.303,4,chicago-house
12,209801,FALSE,0.75,0.765,1,-7.163,1,0.227,0.000863,0.0158,0.829,0.492,124.953,4,chicago-house
11,262857,FALSE,0.803,0.768,10,-5.521,0,0.0471,0.00856,0.706,0.045,0.495,126.024,4,chicago-house
13,424294,FALSE,0.545,0.691,4,-14.343,0,0.0309,0.247,0.828,0.107,0.103,99.953,4,chicago-house
13,296906,FALSE,0.748,0.676,11,-9.932,0,0.055,2.75e-05,0.785,0.0566,0.627,121.364,4,chicago-house
13,373173,FALSE,0.833,0.856,8,-9.705,1,0.045,0.0052,0.553,0.0284,0.867,124.998,4,chicago-house
13,453740,FALSE,0.812,0.949,1,-6.319,1,0.0743,0.00135,0.944,0.0471,0.66,126.248,4,chicago-house
13,286813,FALSE,0.775,0.854,6,-8.555,1,0.0919,0.0677,0.936,0.0824,0.677,142.077,4,chicago-house
12,508400,FALSE,0.809,0.598,11,-12.206,1,0.0952,0.00458,0.905,0.311,0.401,124.899,4,chicago-house
13,280133,FALSE,0.85,0.832,6,-9.934,1,0.0835,0.00949,0.863,0.0991,0.37,127.998,4,chicago-house
12,512320,FALSE,0.804,0.653,7,-9.913,1,0.0589,0.0102,0.312,0.373,0.779,132.645,4,chicago-house
11,416239,FALSE,0.74,0.712,0,-7.957,1,0.0603,0.00092,0.77,0.095,0.675,123.503,4,chicago-house
12,347908,FALSE,0.685,0.819,5,-5.655,0,0.143,0.00464,0.0929,0.301,0.671,124.034,4,chicago-house
13,376457,FALSE,0.588,0.601,1,-10.682,0,0.0978,0.117,0.832,0.14,0.504,194.03,4,chicago-house
13,294999,FALSE,0.973,0.895,0,-8.268,1,0.411,0.000711,0.268,0.119,0.38,132.011,4,chicago-house
13,579546,FALSE,0.669,0.811,1,-6.486,0,0.0545,0.0116,0.673,0.0541,0.944,123.011,4,chicago-house
13,306800,FALSE,0.694,0.647,6,-11.887,0,0.0329,0.424,0.526,0.113,0.578,120.021,4,chicago-house
12,428140,FALSE,0.7,0.825,2,-8.691,1,0.0352,0.00609,0.712,0.58,0.639,119.979,4,chicago-house
12,321346,FALSE,0.688,0.609,9,-9.415,0,0.0379,0.516,0.00212,0.284,0.658,97.104,4,chicago-house
11,247032,FALSE,0.778,0.714,11,-9.542,0,0.0546,5.88e-05,0.924,0.0625,0.7,124.411,4,chicago-house
13,182042,FALSE,0.71,0.904,4,-4.815,0,0.0507,0.00181,0.0232,0.0739,0.944,127.012,4,chicago-house
12,461560,FALSE,0.703,0.821,10,-14.908,0,0.0464,0.054,0.918,0.0947,0.912,124.985,4,chicago-house
12,404520,FALSE,0.81,0.95,6,-5.415,0,0.0733,2.76e-05,0.0635,0.0952,0.501,124.993,4,chicago-house
12,508500,FALSE,0.713,0.875,2,-9.155,1,0.0484,0.0705,0.863,0.163,0.345,129.933,4,chicago-house
13,532480,FALSE,0.804,0.871,10,-9.288,0,0.0663,0.000131,0.937,0.0862,0.0958,123.023,4,chicago-house
12,185806,FALSE,0.804,0.796,11,-6.113,0,0.112,0.0335,0.461,0.111,0.278,124.008,4,chicago-house
13,170400,FALSE,0.909,0.494,3,-12.508,0,0.0681,0.00124,0.17,0.0801,0.734,124.988,4,chicago-house
12,332303,FALSE,0.738,0.963,8,-8.185,1,0.0619,0.000182,0.918,0.0472,0.439,125.122,4,chicago-house
13,274520,FALSE,0.9,0.445,0,-13.079,0,0.057,0.0345,0.115,0.0768,0.956,119.993,4,chicago-house
13,219880,FALSE,0.791,0.612,2,-14.159,1,0.0571,0.0044,0.78,0.0493,0.453,119.105,4,chicago-house
13,419762,FALSE,0.741,0.896,6,-8.976,0,0.038,9.16e-05,0.54,0.583,0.672,127.991,4,chicago-house
12,222493,FALSE,0.661,0.841,9,-5.849,1,0.0344,0.00153,0.00348,0.358,0.211,129.99,4,chicago-house
13,344838,FALSE,0.824,0.645,6,-9.578,1,0.0574,8.05e-05,0.909,0.0756,0.607,123.656,4,chicago-house
14,556848,FALSE,0.904,0.567,7,-9.803,1,0.044,0.00186,0.948,0.0555,0.486,114.987,4,chicago-house
12,138800,FALSE,0.818,0.572,0,-5.376,1,0.143,0.0164,0,0.296,0.414,136.018,4,chicago-house
14,221074,FALSE,0.632,0.803,6,-10.758,1,0.0461,0.000119,0.528,0.205,0.888,132.081,4,chicago-house
12,341208,FALSE,0.901,0.917,5,-5.167,0,0.171,0.0101,0.612,0.0524,0.624,123.009,4,chicago-house
13,465978,FALSE,0.82,0.579,8,-5.037,1,0.0413,0.000825,0.00647,0.0372,0.658,115.995,4,chicago-house
11,425146,FALSE,0.79,0.82,10,-9.701,0,0.0554,0.003,0.269,0.0548,0.532,125.923,4,chicago-house
13,319205,FALSE,0.803,0.451,7,-11.116,1,0.0514,0.00017,0.949,0.102,0.811,116.013,4,chicago-house
13,251373,FALSE,0.686,0.705,7,-11.567,0,0.0453,0.0173,0.942,0.0744,0.769,113.012,4,chicago-house
12,405026,FALSE,0.703,0.541,7,-18.39,1,0.0469,0.0515,0.274,0.113,0.961,119.732,4,chicago-house
11,4339826,FALSE,0.806,0.582,1,-12.181,1,0.0874,0.0083,0.237,0.328,0.686,128.368,4,chicago-house
11,454988,FALSE,0.744,0.81,1,-11.118,1,0.0473,0.024,0.907,0.0606,0.715,123.018,4,chicago-house
12,485290,FALSE,0.784,0.895,6,-9.533,1,0.0601,0.000175,0.887,0.646,0.289,127.008,4,chicago-house
13,414249,FALSE,0.784,0.705,11,-5.885,0,0.06,0.0152,0.00708,0.11,0.514,123.258,4,chicago-house
12,396503,FALSE,0.64,0.779,5,-6.338,0,0.0826,0.000526,0.571,0.11,0.69,126.054,4,chicago-house
39,302175,FALSE,0.844,0.58,10,-10.384,0,0.0769,0.00053,0.375,0.289,0.285,123.998,4,chicago-house
18,374136,FALSE,0.82,0.672,0,-7.212,1,0.0413,0.033,0.173,0.0976,0.68,127.992,4,chicago-house
39,270746,FALSE,0.645,0.877,7,-10.616,1,0.0456,0.00657,0.858,0.127,0.473,124.697,4,chicago-house
35,393438,FALSE,0.702,0.867,10,-8.143,0,0.0568,4.7e-05,0.925,0.179,0.262,129.94,4,chicago-house
11,352874,FALSE,0.97,0.952,1,-5.723,1,0.272,0.0323,0.926,0.0881,0.251,133.004,4,chicago-house
13,272973,FALSE,0.761,0.811,1,-11.709,1,0.0544,0.0508,0.835,0.0792,0.763,136.012,4,chicago-house
41,189565,FALSE,0.803,0.843,11,-9.254,1,0.0668,0.0028,0.68,0.107,0.504,124.002,4,chicago-house
